frame_idx,ts_sec,local_track_id,tracklet_id,source_gid,assigned_final_gid_internal,final_global_id,x1,y1,x2,y2,cx,cy,bbox_area_ratio,tracklet_quality,stayed_global_id_0,best_reid_match_id,best_reid_sim,best_reid_deep_sim,second_best_match_id,second_best_sim,margin,new_global_id_allowed,blocking_reason,absorbed_into,gt_person_id_from_audit,pred_in_audit,audit_iou,gt_from_archive_match,archive_iou,resolved_gt_person,is_target_gt_7_10_11,raw_decision_reason
1181,98.4167,1,10,1,24,1,777.42,456.33,1133.77,1017.29,955.6,736.8,0.05422,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1182,98.5000,,0,0,0,0,2073.09,363.20,2192.43,680.44,2132.8,521.8,0.01027,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1182,98.5000,,0,0,0,0,1706.90,389.17,1983.06,918.77,1845.0,654.0,0.03967,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1182,98.5000,,0,0,0,0,2429.99,1440.81,2560.00,1913.98,2495.0,1677.4,0.01669,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1182,98.5000,,0,0,0,0,1658.75,1064.20,2013.60,1404.58,1836.2,1234.4,0.03276,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1182,98.5000,2,22,2,25,2,1381.63,387.69,1656.21,868.50,1518.9,628.1,0.03581,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1182,98.5000,1,10,1,24,1,771.89,451.82,1104.36,1020.40,938.1,736.1,0.05128,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1183,98.5833,,0,0,0,0,2067.05,361.90,2180.31,777.54,2123.7,569.7,0.01277,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1183,98.5833,,0,0,0,0,1702.06,377.58,1980.79,913.89,1841.4,645.7,0.04055,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1183,98.5833,,0,0,0,0,2429.98,1440.71,2560.00,1914.19,2495.0,1677.4,0.01670,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1183,98.5833,,0,0,0,0,1658.62,1064.18,2013.87,1404.42,1836.2,1234.3,0.03279,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1183,98.5833,2,22,2,25,2,1387.75,386.79,1666.19,872.46,1527.0,629.6,0.03668,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1183,98.5833,1,10,1,24,1,766.25,452.18,1078.32,1020.45,922.3,736.3,0.04811,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1184,98.6667,,0,0,0,0,1710.06,379.11,1973.51,916.82,1841.8,648.0,0.03843,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1184,98.6667,,0,0,0,0,2429.95,1440.62,2560.00,1914.19,2495.0,1677.4,0.01671,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1184,98.6667,,0,0,0,0,1658.57,1065.25,2014.56,1404.46,1836.6,1234.9,0.03276,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1184,98.6667,2,22,2,25,2,1437.91,395.59,1664.46,897.44,1551.2,646.5,0.03084,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1184,98.6667,1,10,1,24,1,751.60,450.40,1034.51,1019.90,893.1,735.2,0.04371,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1185,98.7500,,0,0,0,0,1712.26,386.51,1970.36,916.99,1841.3,651.7,0.03714,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1185,98.7500,,0,0,0,0,1354.10,329.17,1561.96,857.45,1458.0,593.3,0.02979,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1185,98.7500,,0,0,0,0,2429.96,1440.51,2560.00,1914.08,2495.0,1677.3,0.01671,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1185,98.7500,2,22,2,25,2,1517.49,398.83,1703.55,941.44,1610.5,670.1,0.02739,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1185,98.7500,1,10,1,24,1,737.15,441.42,998.72,1022.91,867.9,732.2,0.04126,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1186,98.8333,,0,0,0,0,1710.81,386.60,1968.83,919.26,1839.8,652.9,0.03728,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1186,98.8333,,0,0,0,0,1359.15,331.61,1660.62,919.23,1509.9,625.4,0.04805,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1186,98.8333,,0,0,0,0,2429.96,1440.54,2560.00,1914.08,2495.0,1677.3,0.01670,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1186,98.8333,2,22,2,25,2,1543.35,397.52,1711.87,950.11,1627.6,673.8,0.02526,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1186,98.8333,1,10,1,24,1,729.90,438.25,989.17,1017.82,859.5,728.0,0.04076,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1187,98.9167,,0,0,0,0,1711.22,381.90,1964.60,936.47,1837.9,659.2,0.03812,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1187,98.9167,,0,0,0,0,1453.26,403.58,1740.78,969.70,1597.0,686.6,0.04415,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1187,98.9167,1,10,1,24,1,717.70,429.89,980.28,1014.26,849.0,722.1,0.04163,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1188,99.0000,,0,0,0,0,1706.77,379.15,1960.48,934.49,1833.6,656.8,0.03822,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),8,4,0.859,,0.000,8,no,not_in_decisions
1188,99.0000,,0,0,0,0,1470.74,410.26,1766.43,975.11,1618.6,692.7,0.04531,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),2,2,0.906,,0.000,2,no,not_in_decisions
1188,99.0000,2,22,2,25,2,1383.73,340.54,1581.31,862.10,1482.5,601.3,0.02796,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.260,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1188,99.0000,1,10,1,24,1,707.39,433.39,974.47,1018.15,840.9,725.8,0.04237,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,3,3,0.962,,0.000,3,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1189,99.0833,,0,0,0,0,1754.37,376.38,1959.76,914.18,1857.1,645.3,0.02996,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1189,99.0833,,0,0,0,0,1523.77,413.18,1828.08,972.51,1675.9,692.8,0.04617,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1189,99.0833,,0,0,0,0,1934.78,364.66,2150.55,804.86,2042.7,584.8,0.02577,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1189,99.0833,2,22,2,25,2,1388.42,343.77,1599.61,860.06,1494.0,601.9,0.02958,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1189,99.0833,1,10,1,24,1,702.29,441.50,970.41,1023.38,836.3,732.4,0.04232,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1190,99.1667,,0,0,0,0,1757.99,373.43,1957.81,851.22,1857.9,612.3,0.02590,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1190,99.1667,,0,0,0,0,1514.56,413.48,1860.23,949.75,1687.4,681.6,0.05028,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1190,99.1667,2,22,2,25,2,1404.43,349.59,1591.41,844.96,1497.9,597.3,0.02513,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1190,99.1667,1,10,1,24,1,699.01,418.63,949.58,1014.11,824.3,716.4,0.04047,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1191,99.2500,,0,0,0,0,1760.50,373.30,1955.30,709.73,1857.9,541.5,0.01778,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1191,99.2500,,0,0,0,0,1564.86,418.91,1894.89,948.66,1729.9,683.8,0.04743,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1191,99.2500,,0,0,0,0,1934.17,431.68,2163.29,806.62,2048.7,619.2,0.02330,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1191,99.2500,2,22,2,25,2,1420.44,356.84,1615.72,864.83,1518.1,610.8,0.02691,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1191,99.2500,1,10,1,24,1,693.62,418.02,937.42,1014.97,815.5,716.5,0.03948,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1192,99.3333,,0,0,0,0,1766.84,374.12,1957.62,695.50,1862.2,534.8,0.01663,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1192,99.3333,,0,0,0,0,1576.36,423.62,1931.97,945.34,1754.2,684.5,0.05033,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1192,99.3333,,0,0,0,0,1937.09,435.71,2159.59,807.08,2048.3,621.4,0.02241,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1192,99.3333,2,22,2,25,2,1427.97,356.58,1623.47,862.70,1525.7,609.6,0.02684,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1192,99.3333,1,10,1,24,1,691.07,417.36,936.54,1016.01,813.8,716.7,0.03986,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1193,99.4167,,0,0,0,0,1583.91,437.96,1976.33,956.10,1780.1,697.0,0.05516,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1193,99.4167,2,22,2,25,2,1432.28,357.83,1627.29,848.09,1529.8,603.0,0.02594,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1193,99.4167,1,10,1,24,1,688.67,417.22,936.14,1015.49,812.4,716.4,0.04016,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1194,99.5000,,0,0,0,0,1594.18,445.80,2009.78,948.65,1802.0,697.2,0.05669,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1194,99.5000,2,22,2,25,2,1431.68,374.85,1641.47,854.60,1536.6,614.7,0.02730,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1194,99.5000,1,10,1,24,1,684.93,416.70,940.44,1014.87,812.7,715.8,0.04146,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1195,99.5833,,0,0,0,0,1754.63,370.41,1956.03,710.05,1855.3,540.2,0.01856,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1195,99.5833,,0,0,0,0,1563.94,440.92,1897.24,970.95,1730.6,705.9,0.04792,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1195,99.5833,,0,0,0,0,1933.39,443.00,2183.13,808.54,2058.3,625.8,0.02476,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1195,99.5833,2,22,2,25,2,1421.69,380.24,1644.25,865.68,1533.0,623.0,0.02931,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1195,99.5833,1,10,1,24,1,693.67,417.10,939.02,1014.28,816.3,715.7,0.03975,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1196,99.6667,2,22,2,25,2,1421.16,384.83,1648.52,864.82,1534.8,624.8,0.02960,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1196,99.6667,1,10,1,24,1,691.63,416.88,940.63,1014.66,816.1,715.8,0.04038,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1197,99.7500,,0,0,0,0,1657.18,403.16,1955.64,900.06,1806.4,651.6,0.04023,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1197,99.7500,2,22,2,25,2,1420.36,395.42,1655.71,867.08,1538.0,631.3,0.03011,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1197,99.7500,1,10,1,24,1,691.33,416.23,943.85,1014.50,817.6,715.4,0.04098,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1198,99.8333,2,22,2,25,2,1420.28,399.11,1715.77,866.19,1568.0,632.6,0.03744,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1198,99.8333,1,10,1,24,1,691.42,416.66,943.08,1014.43,817.2,715.5,0.04081,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1199,99.9167,,0,0,0,0,1652.47,486.14,2017.07,1134.56,1834.8,810.3,0.06413,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1199,99.9167,2,22,2,25,2,1468.87,405.26,1694.09,865.08,1581.5,635.2,0.02809,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1199,99.9167,1,10,1,24,1,678.56,415.61,945.58,1016.54,812.1,716.1,0.04353,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1200,100.0000,,0,0,0,0,1678.32,509.91,2053.70,1160.13,1866.0,835.0,0.06621,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),2,4,0.964,,0.000,2,no,not_in_decisions
1200,100.0000,2,22,2,25,2,1471.09,412.63,1700.57,868.56,1585.8,640.6,0.02838,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,9,2,0.937,,0.000,9,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1200,100.0000,1,10,1,24,1,680.39,415.05,946.76,1016.49,813.6,715.8,0.04346,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,3,3,0.978,,0.000,3,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1201,100.0833,,0,0,0,0,1702.03,580.18,2060.79,1158.14,1881.4,869.2,0.05625,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1201,100.0833,2,22,2,25,2,1472.17,416.93,1697.59,884.95,1584.9,650.9,0.02862,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1201,100.0833,1,10,1,24,1,680.48,415.11,947.34,1016.70,813.9,715.9,0.04355,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1202,100.1667,,0,0,0,0,1702.18,369.11,1924.34,897.76,1813.3,633.4,0.03186,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1202,100.1667,,0,0,0,0,1902.43,396.21,2124.90,833.24,2013.7,614.7,0.02637,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1202,100.1667,,0,0,0,0,1703.21,516.51,1839.80,893.01,1771.5,704.8,0.01395,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1202,100.1667,,0,0,0,0,1731.48,628.15,2094.12,1178.27,1912.8,903.2,0.05412,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1202,100.1667,2,22,2,25,2,1476.64,425.67,1695.87,910.54,1586.3,668.1,0.02883,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1202,100.1667,1,10,1,24,1,680.36,415.52,948.79,1016.94,814.6,716.2,0.04379,1.0,no,31,0.8735,0.7185,24,0.8096,0.0639,no,rejected_weak_score: ReID similarity too low to confirm new person vs existing,global_id=1,,,0.000,,0.000,,no,rejected_weak_score_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
1203,100.2500,,0,0,0,0,1694.61,365.92,1915.47,902.42,1805.0,634.2,0.03214,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1203,100.2500,,0,0,0,0,1766.55,548.52,2101.12,1099.03,1933.8,823.8,0.04996,,yes,,,,,,,n/a (untracked),source_gid=0: ByteTrack/detector never assigned a track ID,global_id=0 (unassigned),,,0.000,,0.000,,no,not_in_decisions
1203,100.2500,2,22,2,25,2,1488.19,433.01,1743.88,989.72,1616.0,711.4,0.03861,0.9234232621238563,no,34,0.9523,0.8618,29,0.8986,0.0536,no,rejected_ambiguous: best score matches multiple existing persons — cannot confirm new ID,global_id=2,,,0.000,,0.000,,no,rejected_cross_person_ambiguous_new_id|group_merge_pass|overlap_handoff_pass|local_consistency_pass
